location,sublocation,rhtc_rhdc,plot no,nearest town,status,constituency,blood tr,off_landline,off_fax,off_postcode,fp,off_mob,outp,off_town,anc,imci,off_email,tb_treat,growth,ceoc,division,tb_labs,district,inp,off_pobox,facility,cots,province,in charge name,art,beoc,hbc,tb_diag,hct,c section,imm,beds,mflcode,pmtct,radiology,owner,type,youth,latitude,longitude
Lari,Kagwe,N,,Kagwe,Operational,LARI,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 124,Kagwe Health Centre,0,Central,,N,Y,N,N,Y,N,Y,0,10414,Y,N,Other Faith Based,Health Centre,N,-1.04916574553772,36.6131215854211
Lari,Kagwe,N,,Kagwe,Operational,LARI,,,,,Y,,Y,,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,,Kagwe Health Services Clinic,0,Central,,N,Y,N,N,Y,N,Y,0,10415,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.04916574553772,36.6131215854211
Muguga,Kahuho,N,,Kahuho,Operational,KABETE,,,,,Y,,Y,,Y,Y,,N,Y,N,Kikuyu,N,Kiambu West,N,,Kahuho Private Dispensary,0,Central,Harman Kiarie,N,Y,N,N,Y,N,Y,0,10424,Y,N,Private Medical Enterprise,Dispensary,Y,-1.25578762613122,36.6491353475401
Lari,Kamae,N,,Kamae,Operational,LARI,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 124,Kamae Forest Dispensary,0,Central,Njenga,N,N,N,N,Y,N,Y,2,10440,Y,N,Ministry of Health,Dispensary,N,-1.04916574553772,36.6131215854211
Kamburu,Kamburu,N,,Kamburu,Operational,LARI,,,,,Y,,Y,,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,,Kamburu (PCEA) Dispensary,0,Central,,N,N,N,N,N,N,Y,0,10448,Y,N,Christian Health Association of Kenya,Dispensary,N,-1.04916574553772,36.6131215854211
Karabaini,Kiawaroga,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Limuru,N,Kiambu West,N,P.O. Box 39,Karirana Dispensary,0,Central,Monica Kimotho,N,Y,N,N,N,N,Y,2,10498,N,N,Other Private,Dispensary,N,-1.11542591699049,36.637106069531
Lari,Lari,N,,Lari,Operational,LARI,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 124,Kereita Health Centre,0,Central,Sr Jacinta,N,Y,N,N,Y,N,Y,0,10518,Y,N,Private Medical Enterprise,Health Centre,N,-1.04916574553772,36.6131215854211
Kabete ,Kibichiku,N,,Wangige,Operational,KABETE,,,,614,Y,,Y,WANGIGE,Y,Y,,N,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 104,Kiahuria Medical Clinic,0,Central,Timothy Nduati,N,N,N,N,Y,N,Y,5,10527,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.25578762613122,36.6491353475401
Kijabe,Kijabe,N,,Kijabe,Operational,LARI,,,,220,Y,,Y,KIJABE,Y,Y,,Y,Y,Y,Lari,Y,Kiambu West,Y,P.O. Box 20,Kijabe Hospital,60,Central,Anne Ndungu,Y,Y,Y,Y,Y,Y,Y,220,10602,Y,Y,Christian Health Association of Kenya,Other Hospital,Y,-1.04916574553772,36.6131215854211
Kikuyu,Kikuyu,N,,Kikuyu,Operational,KABETE,,,,902,Y,,Y,KIKUYU,Y,Y,,Y,Y,Y,Kikuyu,Y,Kiambu West,Y,P.O. Box 45,Kikuyu (PCEA) Hospital,80,Central,Dr  Maina,Y,Y,N,Y,Y,Y,Y,198,10603,Y,Y,Christian Health Association of Kenya,Other Hospital,N,-1.25578762613122,36.6491353475401
Kikuyu,Kikuyu,N,,Kikuyu,Operational,KABETE,,,,902,Y,,Y,KIKUYU,Y,N,,N,Y,N,Kikuyu,N,Kiambu West,Y,P.O. Box 305,Kikuyu Nursing Home,4,Central,Mary Githu,N,N,N,N,Y,N,Y,42,10604,Y,Y,Private Medical Enterprise,Nursing home with Maternity,N,-1.25578762613122,36.6491353475401
Kijabe,Bathi,N,,Kimende,Operational,LARI,,,,221,Y,,Y,MATATHIA,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 9300221,Kimende Orthodox Dispensary,4,Central,Samuel Maluwasi,N,N,N,N,Y,N,Y,8,10610,Y,N,Other Faith Based,Dispensary,N,-1.04916574553772,36.6131215854211
Lari,Kinale,N,,Kinale,Operational,LARI,,,,221,Y,,Y,MATATHIA,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 56 ,Kinale Forest Dispensary,8,Central,Eliud Njoru,Y,N,N,N,Y,N,Y,8,10613,Y,N,Ministry of Health,Dispensary,N,-1.04916574553772,36.6131215854211
Lari,Kambaa,N,,Kambaa,Operational,LARI,,,,222,Y,,Y,UPLANDS,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 54,Kireita Mission Dispensary,0,Central,Sr Veronica Ndungu,N,N,N,N,N,N,Y,0,10623,N,N,Other Faith Based,Dispensary,N,-1.04916574553772,36.6131215854211
Kijabe,Bathi,N,,Kimende,Operational,LARI,,,,220,Y,,Y,KIJABE,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 84,Kiriita Forest Dispensary,0,Central,Grace K Kariuki,N,Y,N,N,Y,N,Y,0,10629,Y,N,Ministry of Health,Dispensary,N,-1.04916574553772,36.6131215854211
Muguga,Muguga,N,,Kikuyu,Operational,KABETE,,,,,Y,,Y,,Y,Y,,N,Y,Y,Kikuyu,N,Kiambu West,N,,Lankia (PCEA) Dispensary,0,Central,Sophia Wanjiru Kamau,N,Y,N,N,Y,N,Y,0,10654,Y,N,Christian Health Association of Kenya,Dispensary,Y,-1.25578762613122,36.6491353475401
Kirenga,Kirenga,N,,Rukuma,Operational,LARI,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,N,Lari,Y,Kiambu West,N,P.O. Box 124,Lari Health Centre,5,Central,Moses Kiprotich,Y,Y,N,Y,Y,N,Y,6,10655,Y,N,Ministry of Health,Health Centre,Y,-1.04916574553772,36.6131215854211
Limuru,Limuru,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,N,Limuru,Y,Kiambu West,N,P.O. Box 826,Limuru Health Centre,4,Central,Josphine W Gatama,N,Y,N,N,N,N,Y,4,10661,Y,N,Ministry of Health,Health Centre,N,-1.11542591699049,36.637106069531
Limuru,Limuru,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,Y,Limuru,Y,Kiambu West,Y,,Limuru Nursing Home,4,Central,Daina Wangui Kirithu,N,Y,N,Y,Y,Y,Y,20,10662,Y,Y,Private Medical Enterprise,Nursing home with Maternity,N,-1.11542591699049,36.637106069531
Karai,Karai,N,,Lusigetti,Operational,KABETE,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 124,Lussigetti Health Centre,6,Central,Irari J N,N,Y,N,N,Y,N,Y,6,10666,Y,N,Ministry of Health,Health Centre,N,-1.25578762613122,36.6491353475401
Karabaine,Karabaine,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Limuru,N,Kiambu West,N,P.O. Box 1,Mabroukie Dispensary,0,Central,Jane Muriira,N,Y,N,N,N,N,Y,0,10667,Y,N,Other Private,Dispensary,N,-1.11542591699049,36.637106069531
Gitithia,Gitithia,N,,Mathore,Operational,LARI,,,,220,Y,,Y,KIJABE,Y,Y,,Y,Y,N,Lari,Y,Kiambu West,N,P.O. Box 20,Marira Medical Clinic,0,Central,Onesmus Gitabi,Y,N,N,Y,Y,N,Y,0,10693,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.04916574553772,36.6131215854211
Muguga,Muguga,N,,Kiambaa,Operational,KABETE,,,,604,N,,Y,LOWER KABETE,Y,Y,,N,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 23274,Most Precious Medical Clinic,0,Central,Sr Elena,N,N,N,N,N,N,Y,0,10735,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.25578762613122,36.6491353475401
Karabaini,Karabaini,N,,Nairobi,Operational,LIMURU,,,,,Y,,Y,,Y,Y,,Y,Y,Y,Limuru,Y,Kiambu West,Y,,Nazareth Hospital,84,Central,Sr Clara,Y,Y,N,Y,Y,Y,Y,184,10825,Y,Y,Kenya Episcopal Conference-Catholic Secretariat,Other Hospital,Y,-1.11542591699049,36.637106069531
Ndeiya,Ndreu,N,,Makutano,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,N,Limuru,N,Kiambu West,N,P.O. Box 120,Ndeiya Health Centre,3,Central,Josphat K Kamiti,N,N,N,Y,N,N,Y,17,10831,Y,N,Ministry of Health,Health Centre,N,-1.11542591699049,36.637106069531
Nyaduma,Gachoire,N,,Gachoire,Operational,LARI,,,,223,Y,,Y,KAGWE,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 74,Nduriri (AIC) Dispensary,1,Central,Regina Mukami,N,Y,Y,N,N,N,Y,4,10841,Y,N,Christian Health Association of Kenya,Dispensary,N,-1.04916574553772,36.6131215854211
Limuru,Limuru,N,,Limuru,Operational,LIMURU,,,,,Y,,Y,,Y,Y,,Y,Y,N,Limuru,Y,Kiambu West,Y,,Ngarariga Dispensary,3,Central,,N,Y,N,Y,N,N,Y,8,10858,Y,N,Other Faith Based,Dispensary,N,-1.11542591699049,36.637106069531
Limuru,Limuru,N,,Limuru,Operational,LIMURU,,,,,Y,,Y,,Y,Y,,N,Y,N,Limuru,N,Kiambu West,N,,Ngarariga Health Centre,0,Central,,N,Y,N,N,Y,N,Y,0,10859,Y,N,Other Faith Based,Health Centre,N,-1.11542591699049,36.637106069531
Ngecha,Ngecha,N,,Ngecha,Operational,LIMURU,,,,218,Y,,Y,NGECHA,Y,N,,N,Y,N,Limuru,N,Kiambu West,N,P.O. Box 91,Ngecha Orthodox Dispensary,0,Central,Sarah Nduta,N,Y,N,N,Y,N,Y,0,10862,N,N,Christian Health Association of Kenya,Dispensary,N,-1.11542591699049,36.637106069531
Nyathuna,Nyathuna,N,,Ngecha,Operational,KABETE,,,,218,Y,,Y,NGECHA,Y,Y,,Y,Y,N,Kikuyu,Y,Kiambu West,N,P.O. Box 160,Nyathuna Health Centre,2,Central,Jane Mwangi,Y,Y,N,Y,Y,N,Y,9,10895,Y,N,Ministry of Health,Health Centre,Y,-1.25578762613122,36.6491353475401
Kikuyu,Lusigetti,N,,Kikuyu,Operational,KABETE,,,,902,Y,,Y,KIKUYU,Y,N,,N,Y,N,Kikuyu,N,Kiambu West,Y,P.O. Box 1391,ORTHODOX MATERNITY &HEALTH CENTER,1,Central,Fr. Njoroge,N,Y,N,N,N,N,Y,11,16490,N,N,Other Faith Based,Health Centre,N,-1.25578762613122,36.6491353475401
Kabete ,Kibichiku,N,,Wangige,Operational,KABETE,,,,614,Y,,Y,WANGIGE,Y,Y,,N,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 21,Primary Health Medical Clinic,0,Central,Ruth Wangui Kamau,N,Y,N,N,Y,N,Y,0,10946,Y,N,Private Medical Enterprise,Medical Clinic - Other,Y,-1.25578762613122,36.6491353475401
Lari,Lari,N,,Lari,Operational,LARI,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 124,Ragia Forest Dispensary,0,Central,Mbugua,N,Y,N,N,Y,N,Y,0,10951,Y,N,Ministry of Health,Dispensary,N,-1.04916574553772,36.6131215854211
Kabete,Lower Kabete,N,,Wangige,Operational,KABETE,,,,,Y,,Y,,Y,N,,N,Y,N,Kikuyu,N,Kiambu West,N,,Ramos Medical Clinic,1,Central,Rachael Nyonyo,N,Y,N,N,Y,N,Y,1,10952,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.25578762613122,36.6491353475401
Rungiri,Gitaru,N,,Gitaru,Operational,KABETE,,,,2,Y,,Y,NAIROBI,Y,Y,,N,Y,Y,Kikuyu,N,Kiambu West,Y,P.O. Box 66608,Ruby Medical Clinic.,0,Central,Dr  Kihara,N,Y,N,N,N,Y,Y,10,10968,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.25578762613122,36.6491353475401
Muguga,Kiambaa,N,,Kiambaa,Operational,KABETE,,,,902,Y,,Y,KIKUYU,Y,Y,,N,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 1006,Shwak Medical Clinic.,0,Central,Rachael Wakogi,N,Y,N,N,Y,N,Y,0,11008,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.25578762613122,36.6491353475401
Kabete,Kingeero,N,,Kikuyu,Operational,KABETE,,,,,N,,Y,,Y,Y,,N,Y,N,Limuru,Y,Kiambu West,N,,St Angela Kingeero Clinic,2,Central,Sr Ouida,N,Y,N,N,Y,N,Y,10,11022,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.11542591699049,36.637106069531
Limuru,Kamirithu,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,N,Y,N,Limuru,N,Kiambu West,N,P.O. Box 451,St Charles Lwanga Clinic,0,Central,Sr Dionida,N,Y,N,N,Y,N,Y,0,11030,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Medical Clinic - Other,N,-1.11542591699049,36.637106069531
Tigoni,Ithanji,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,KABUKU,Y,Y,,N,Y,N,Limuru,Y,Kiambu West,N,P.O. Private Bag,St Paul Theological Dispensary,0,Central,Bernard Ombalo,N,Y,N,Y,Y,N,Y,0,11063,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,-1.11542591699049,36.637106069531
Kinoo,Uthiru,N,,Uthiru,Operational,KABETE,,,,,Y,,Y,,Y,Y,,N,Y,N,Lari,Y,Kiambu West,N,,St Peter's (ACK) Medical Clinic,0,Central,,N,N,N,Y,Y,N,Y,0,11066,N,N,Christian Health Association of Kenya,Medical Clinic - Other,N,-1.04916574553772,36.6131215854211
Kikuyu,Kikuyu,N,,Kikuyu,Operational,KABETE,,,,902,Y,,Y,KIKUYU,Y,Y,,N,Y,Y,Kikuyu,Y,Kiambu West,Y,P.O. Box 1370,St Teresa Nursing Home,5,Central,,Y,Y,N,Y,Y,Y,Y,24,11071,Y,Y,Private Medical Enterprise,Nursing home with Maternity,N,-1.25578762613122,36.6491353475401
Ndeiya,Thigio,N,,Thigio,Operational,KABETE,,,,210,Y,,Y,THIGIO,Y,Y,,N,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 124,Thigio Dispensary (Kiambu West),0,Central,Paul M Njenga,N,N,N,N,Y,N,Y,0,11093,N,N,Ministry of Health,Dispensary,N,-1.25578762613122,36.6491353475401
Limuru,Limuru,N,,Limuru,Operational,LIMURU,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,Y,Limuru,Y,Kiambu West,Y,P.O. Box 124,Tigoni District Hospital,20,Central,Dr Makotsi,Y,Y,N,Y,Y,Y,Y,62,11104,Y,Y,Ministry of Health,Primary Hospital,N,-1.11542591699049,36.637106069531
Lari,Lari,N,,Uplands,Operational,LARI,,,,222,Y,,Y,UPLANDS,Y,N,,N,Y,N,Lari,N,Kiambu West,N,P.O. Box 106,Uplands Dispensary,1,Central,Joseph K Kamau,N,Y,N,N,Y,N,Y,2,11138,Y,N,Ministry of Health,Dispensary,N,-1.04916574553772,36.6131215854211
Kinoo,Uthiru,Y,,Uthiru,Operational,KABETE,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,N,Kikuyu,N,Kiambu West,N,P.O. Box 124,Uthiru Dispensary,0,Central,Mary W Thebere,N,N,N,Y,Y,N,Y,0,11141,Y,N,Ministry of Health,Dispensary,N,-1.25578762613122,36.6491353475401
Kabete,Kibiciku,N,,Wangige,Operational,KABETE,,,,217,Y,,Y,LIMURU,Y,Y,,Y,Y,N,Kikuyu,Y,Kiambu West,N,P.O. Box 124,Wangige Health Centre,0,Central,Joyce Gachoki,Y,Y,N,Y,Y,N,Y,10,11170,Y,N,Ministry of Health,Health Centre,N,-1.25578762613122,36.6491353475401
Kijabe,Bathi,N,,Kimende,Operational,LARI,,,,2,Y,,Y,NAIROBI,Y,N,,N,Y,N,Lari,N,Kiambu West,Y,P.O. Box 004,Wanjoroge Medical Clinic.,0,Central,Kezia Wambui Gacuga,N,Y,N,N,Y,N,Y,6,11174,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,-1.04916574553772,36.6131215854211
,,,,,Operational,NDIA,,,,10100,N,,Y,,Y,N,,,N,,Ndia,,Kirinyaga,,,Abel Migwi Johana Laboratory,,Central,,,N,,,,,N,,10001,,,Private Medical Enterprise,Laboratory (Stand-alone),,,
,,,,Sagana,Not-Operational,NDIA,,,,,N,,Y,,,,,,,,,,Kirinyaga,,,Abrahams Clinic,,Central,,,,,,,,,,10004,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kiini,Nguguini,,,Kibirigwi,Operational,NDIA,,,,,,,Y,,,,,,,,Ndia,,Kirinyaga,,,Afya B Clinic (Kibirigwi),,Central,,,,,,,,,,10005,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Mutithi,Kabiriri,,,Kandondgu,Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Afya Bora Clinic (Mwea),,Central,Peterson Ndegwa,,,,,,,,,10011,,,Private Medical Enterprise,Medical Clinic - Other,,,
Njukiini,Kanjuu,,,Gathoge,Operational,GICHUGU,,,,,,,,,,,,,,,Gichugu,,Kirinyaga,,,Afya Bora Medical Clinic (CFW Clinic Gichugu),,Central,Charity Njagi,,,,,,,,,16491,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Karumande,Kariru,N,3,Muchagara,Operational,GICHUGU,,,,,Y,0718-818852,Y,Kianyaga,Y,N,,N,Y,N,Gichugu,N,Kirinyaga,N,P.O. Box 24 ,Afya Bora Medical Clinic (Muchagara),0,Central,Alice W. Kinjanjui,N,N,N,N,N,N,N,0,10007,N,N,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,N,,
Kiini North,Kibingoti,,,Kibingoti,Operational,NDIA,,,,,,,Y,,,,,,,,Ndia,,Kirinyaga,,,Afya Medical Clinic (Kibingoti),,Central,Daniel G. Mwangi,,,,,,,,,10012,,,Private Medical Enterprise,Medical Clinic - Other,,,
Tebere,Kiarukungu,,,Wanguru,Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Afya Medical Clinic (Kirinyaga),,Central,Michael Muiruri,,,,,,,,,10006,,,Private Medical Enterprise,Medical Clinic - Other,,,
Karumande,Thaita,,,Kamugunda,Operational,GICHUGU,,,,,,,Y,,,,,,,,Gichugu,,Kirinyaga,,,Amani Clinic (Kamugunda),,Central,Beth Njeru,,,,,,,,,10025,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
,,,,,Not-Operational,UNKNOWN,,,,,,,Y,,,,,,,,,,Kirinyaga,,,Amos Wanjohi Clinic,,Central,,,,,,,,,,10028,,,Private Medical Enterprise,Medical Clinic - Other,,,
Tebere,Kiarukungu,,,,Not-Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Ann Mwaniki Clinic,,Central,,,,,,,,,,10030,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kariti,Sagana,,,Sagana,Operational,NDIA,,,,,,,,,,,,,,,Ndia,,Kirinyaga,,,Apha Laboratory,,Central,Newton Munene,,,,,,,,,16492,,,Private Medical Enterprise,Laboratory (Stand-alone),,,
Ngariama,Kabari,,,Kamwana,Operational,GICHUGU,,,,,,,Y,,,,,,,,Gichugu,,Kirinyaga,Y,,Baragwi Maternity Clinic Kamwana,0,Central,Stephen Muriithi,,,,,,,,6,10045,,,Private Medical Enterprise,Nursing home with Maternity,,,
Karumande,Thumaita,,,Thumaita,Operational,GICHUGU,,,,,Y,,Y,,Y,,,,Y,,Gichugu,,Kirinyaga,Y,,Baragwi Medical Centre,,Central,Eunice Muthoni Muriithi,,Y,,,,,,,10046,,,Private Medical Enterprise,Nursing home with Maternity,,,
Karumande,Guama,,,Kavote,Operational,GICHUGU,,,,,,,,,,,,,,,Gichugu,,Kirinyaga,,,Baragwi Medical Clinic,,Central,Joseph Mwaniki,,,,,,,,,16493,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Mwirua,Kianjanga,N,,Baricho,Operational,NDIA,,,,,N,0713-021881,Y,Baricho,Y,N,,N,Y,N,Ndia,N,Kirinyaga,Y,P.O. Box 42 ,Baricho Catholic Health Centre,0,Central,Sr. Stela Mugo,N,N,N,N,N,N,N,6,10048,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Health Centre,N,,
Mwirua,Gitaku,N,Mwerua/Baricho 285,Baricho,Operational,NDIA,,,,60,Y,0713-075165,Y,Kerugoya,Y,Y,,Y,Y,N,Ndia,Y,Kirinyaga,Y,P.O. Box 24,Baricho Health Centre,0,Central,Samuel Muhindi,Y,Y,N,Y,Y,N,Y,7,10049,Y,N,Ministry of Health,Health Centre,N,,
Tebere,Kiarukungu,,,Wanguru,Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,BCJ Medical Centre,,Central,Timothy Lukas,,,,,,,,,10054,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Mutira,Kabari,,,Kagumo,Operational,NDIA,,,,,N,,Y,,Y,,,,N,,Ndia,,Kirinyaga,,,Bens Labs,,Central,Bernard M. Chiuri,,N,,,,,N,,10057,,,Private Medical Enterprise,Laboratory (Stand-alone),,,
Kerugoya ,Kaguyu,,,Kerugoya,Operational,KERUGOYA/KUTUS,,,,,,,,,,,,,,,Central,,Kirinyaga,,,Bethany Clinic,,Central,Mr. Ephantus Njogu,,,,,,,,,10059,,,Private Medical Enterprise,Medical Clinic - Clinical officer,,-0.316755245337163,36.0906536664695
Kangai,Gathiga,,,Kangai,Not-Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Bethsaida Clinic (Kirinyaga-Gathiga),,Central,,,,,,,,,,10064,,,Private Medical Enterprise,Medical Clinic - Other,,,
Nyangati,Nyangati,,,Kimbimbi,Not-Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Bethsaida Clinic (Kirinyaga-Thiba),,Central,,,,,,,,,,10065,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kutus,Kamigua,,,Kutus Mjini,Operational,KERUGOYA/KUTUS,,,,,,,Y,,,,,,,N,Central,,Kirinyaga,,,Bigem Clinic,,Central,Simon M. Njeru,,N,,,,,,,10070,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,-0.316755245337163,36.0906536664695
,,,,,Not-Operational,NDIA,,,,,,,Y,,,,,,,,Ndia,,Kirinyaga,,,Binadamu Clinic,,Central,,,,,,,,,,10071,,N,Private Medical Enterprise,Medical Clinic - Other,,,
Kerugoya,Kaguyu,,,Kerugoya,Operational,KERUGOYA/KUTUS,,,,,,,Y,,,,,,,,Central,,Kirinyaga,,,Blue Line Clinic,,Central,Godfrey Nthiga,,,,,,,,,10073,,,Private Medical Enterprise,Medical Clinic - General practitioner,,-0.316755245337163,36.0906536664695
Tebere,Kiarukungu,N,,Wanguru,Operational,MWEA,,,,,Y,,Y,Karatina,Y,N,,N,Y,N,Mwea,N,Kirinyaga,N,P.O. Box 375,By Faith Clinic (Kirinyaga),0,Central,Anthony N. Ndwiga,N,N,N,N,N,N,N,0,10077,Y,N,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,N,,
Mwirua,Kithumbu,,,Kagio,Operational,NDIA,,,,,,,Y,,,,,,,,Ndia,,Kirinyaga,,,By Grace Services Clinic,,Central,Simon M. Ngiriri,,,,,,,,,10079,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
,,,,,Operational,UNKNOWN,,,,,,,Y,,,,,,,,,,Kirinyaga,,,CFWS Shops,,Central,,,,,,,,,,10084,,,Non-Governmental Organizations,Other Health Facility,,,
Karumande,Thumaita,,,Kamweti,Operational,GICHUGU,,,,,,,Y,,,,,,,,Gichugu,,Kirinyaga,,,Chemat For Health Solutions Kamweti,,Central,Timothy Murigu,,,,,,,,,10091,,,Private Medical Enterprise,Laboratory (Stand-alone),,,
Kerugoya ,Kaguyu,,,Kerugoya,Operational,KERUGOYA/KUTUS,,,,,Y,,Y,,,,,,,,Central,,Kirinyaga,,,Christian Community Services Clinic Base Kerugoya,,Central,Ann Wambui,,,,,,,,,10092,Y,,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,,-0.316755245337163,36.0906536664695
Tebere,Kiarukungu,,,Wanguru,Operational,MWEA,,,,,Y,,Y,,,,,,,,Mwea,,Kirinyaga,,,Christian Community Services Wang’Uru Dispensary,,Central,Ronald Munyua,,,,,,,,,10093,Y,,Christian Health Association of Kenya,Dispensary,,,
Kirima,Njuku,,,,Not-Operational,GICHUGU,,,,,,,Y,,,,,,,,Gichugu,,Kirinyaga,,,Christian Mercy Clinic,,Central,,,,,,,,,,10094,,,Private Medical Enterprise,Medical Clinic - Other,,,
Thiba,Wamumu,,,Karaba,Operational,MWEA,,,,,Y,,Y,Kerugoya,Y,Y,,Y,Y,,Mwea,,Kirinyaga,,P.O. Box 24,Ciagini Dispensary,,Central,Olive Kathendu,,Y,,N,,,Y,,10096,Y,,Ministry of Health,Dispensary,,,
Thiba,Wamumu,,,Ciagini,Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Complex Medical Centre,,Central,Joseph Wanjohi,,,,,,,,,10098,,,Private Medical Enterprise,Nursing home without Maternity,,,
Tebere,Kiarukungu,,,Ngurubani,Operational,MWEA,,,,,,,Y,,,,,,,,Mwea,,Kirinyaga,,,Comrade Medical Clinic,,Central,Gabriel Wanyama,,,,,,,,,10099,,,Private Medical Enterprise,Medical Clinic - Other,,,
Mukure,Kagioini,,,Kiburu,Operational,NDIA,,,,,,,,,,,,,,,Ndia,,Kirinyaga,,,Cry For The World Clinic,,Central,Credence N. Maina,,,,,,,,,16494,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Ngariama,Nyangeni,,,Kiamutugu,Operational,GICHUGU,,,,,,,,,,,,,,,Gichugu,,Kirinyaga,,,Cry For The World Clinic (Nyangeni),,Central,Rosemary Nguru,,,,,,,,,16495,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Baragwi,Raimu,,,Kianyaga,Operational,GICHUGU,,,,,,,,,,,,,,,Gichugu,,Kirinyaga,,,Cry For The World Clinic (Raimu),,Central,Anne Mwaniki,,,,,,,,,16496,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Ngariama,Thirikwa,,,Kianyaga,Operational,GICHUGU,,,,,,,,,,,,,,,Gichugu,,Kirinyaga,,,Cry For The World Clinic (Thirikwa),,Central,Ruth W. Mwai,,,,,,,,,16497,,,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,,,
Baragwi,,,,Kianyaga,Operational,GICHUGU,,,,,,,,,,,,,,,Gichugu,,Kirinyaga,,,Dave Laboratory,,Central,Stephen Muriithi,,,,,,,,,16498,,,Private Medical Enterprise,Laboratory (Stand-alone),,,
